chunk_id,segment_index,segment_id,segment_type,page_number,content,html,markdown,image,bbox_left,bbox_top,bbox_width,bbox_height
026d8a85-5351-4799-b2b3-0f50f86bcf58,10,eNvXWqk,PageHeader,2,Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,"<div class=""page-header"">Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings</div>",Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,,1259.9136,59.1696,978.0337,79.56
026d8a85-5351-4799-b2b3-0f50f86bcf58,11,gz8ap_w,Table,2,"<table>
  <tbody>
    <tr>
      <td>Appendix O</td>
      <td>Major Equipment Size and Delivery Route Requirement</td>
    </tr>
    <tr>
      <td>Appendix FC</td>
      <td>Proposed Earth Mat Layout in Feeder Station</td>
    </tr>
  </tbody>
</table>","<table>
  <tbody>
    <tr>
      <td>Appendix O</td>
      <td>Major Equipment Size and Delivery Route Requirement</td>
    </tr>
    <tr>
      <td>Appendix FC</td>
      <td>Proposed Earth Mat Layout in Feeder Station</td>
    </tr>
  </tbody>
</table>","|             |                                                     |
|-------------|-----------------------------------------------------|
| Appendix O  | Major Equipment Size and Delivery Route Requirement |
| Appendix FC | Proposed Earth Mat Layout in Feeder Station         |",https://storage.googleapis.com/chunkr-prod-bucket/b1e41788-2d6e-4f8e-ad16-2e39fb334c57/5d9ffc1b-8d78-44ef-813d-5174c6bbebed/images/gz8ap_w.jpg?x-id=GetObject&response-content-disposition=inline&response-content-encoding=utf-8&response-content-type=image%2Fjpeg&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=GOOG1EBMQ2D33SPB3VQ4MMVJEKXWQFNK5WS57JRFVYUSD3ZCA76OC3B74IG7C%2F20260119%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260119T145120Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=cd466d809135799392b6ce9e63a2f6cdba3bb1193e7c4a1612c086a5a0cf8dbf,1347.552,171.5616,837.23047,102.513596
e53ec316-9d57-48db-b0d6-88d3c3957722,0,QYEDmxC,SectionHeader,2,## List of Volumes,<h2>List of Volumes</h2>,## List of Volumes,,142.3008,186.7104,232.2,31.291199
e53ec316-9d57-48db-b0d6-88d3c3957722,1,KTYvqqw,Text,2,Volume 1 - Main Text,<p>Volume 1 - Main Text</p>,Volume 1 - Main Text,,141.3936,251.8848,258.9408,26.567993
e53ec316-9d57-48db-b0d6-88d3c3957722,2,IpkHTdq,Text,2,Volume 2 - Drawings - Environmental Control Systems and Fire Services,<p>Volume 2 - Drawings - Environmental Control Systems and Fire Services</p>,Volume 2 - Drawings - Environmental Control Systems and Fire Services,,141.2928,310.1472,826.3872,28.59842
e53ec316-9d57-48db-b0d6-88d3c3957722,3,sNyqy29,Text,2,Volume 3 - Drawings - Plumbing & Drainage Services and Electrical Services,<p>Volume 3 - Drawings - Plumbing & Drainage Services and Electrical Services</p>,Volume 3 - Drawings - Plumbing & Drainage Services and Electrical Services,,141.2064,368.1216,868.5072,29.260773
e53ec316-9d57-48db-b0d6-88d3c3957722,4,ea5CLeC,Text,2,Volume 4 - Appendices,<p>Volume 4 - Appendices</p>,Volume 4 - Appendices,,141.3072,426.4704,271.16638,27.964813
e53ec316-9d57-48db-b0d6-88d3c3957722,5,c5V1BD9,Table,2,"<table>
  <tbody>
    <tr>
      <td>Appendix A</td>
      <td>Assessment of Station Passenger Distribution for Cooling Load<br>Calculation</td>
    </tr>
    <tr>
      <td>Appendix B</td>
      <td>ECS Requirements for Staff and Plantrooms</td>
    </tr>
    <tr>
      <td>Appendix C1</td>
      <td>Electrical Loading Breakdown Detail</td>
    </tr>
    <tr>
      <td>Appendix C2</td>
      <td>Power Supply Scheme for A16 Station</td>
    </tr>
    <tr>
      <td>Appendix C3</td>
      <td>Proposed CLP HV Cable Routing</td>
    </tr>
    <tr>
      <td>Appendix D</td>
      <td>Major BS Equipment and Plant Schedule</td>
    </tr>
    <tr>
      <td>Appendix E</td>
      <td>BS Plantroom Schedule</td>
    </tr>
    <tr>
      <td>Appendix F</td>
      <td>Systemwide E&amp;M Plantroom Schedule</td>
    </tr>
    <tr>
      <td>Appendix G</td>
      <td>Systemwide E&amp;M Equipment Heat Dissipation Schedule</td>
    </tr>
    <tr>
      <td>Appendix H</td>
      <td>Systemwide E&amp;M Equipment Power Demand Schedule</td>
    </tr>
    <tr>
      <td>Appendix I</td>
      <td>TECS Trackway Schematic</td>
    </tr>
    <tr>
      <td>Appendix J1</td>
      <td>FTNS Application Letter</td>
    </tr>
    <tr>
      <td>Appendix J2</td>
      <td>CLP Power Supply Application Letter</td>
    </tr>
    <tr>
      <td>Appendix J3</td>
      <td>CLP Transformer Rooms Approval Drawings</td>
    </tr>
    <tr>
      <td>Appendix K</td>
      <td>Systemwide E&amp;M Cable Containment Schedule</td>
    </tr>
    <tr>
      <td>Appendix L</td>
      <td>Station Based Control System (SBCS) Architecture</td>
    </tr>
    <tr>
      <td>Appendix M</td>
      <td>Lighting Control Principle Summary</td>
    </tr>
    <tr>
      <td>Appendix N</td>
      <td>Application of Fresh Water Cooling Towers Scheme</td>
    </tr>
  </tbody>
</table>","<table>
  <tbody>
    <tr>
      <td>Appendix A</td>
      <td>Assessment of Station Passenger Distribution for Cooling Load<br>Calculation</td>
    </tr>
    <tr>
      <td>Appendix B</td>
      <td>ECS Requirements for Staff and Plantrooms</td>
    </tr>
    <tr>
      <td>Appendix C1</td>
      <td>Electrical Loading Breakdown Detail</td>
    </tr>
    <tr>
      <td>Appendix C2</td>
      <td>Power Supply Scheme for A16 Station</td>
    </tr>
    <tr>
      <td>Appendix C3</td>
      <td>Proposed CLP HV Cable Routing</td>
    </tr>
    <tr>
      <td>Appendix D</td>
      <td>Major BS Equipment and Plant Schedule</td>
    </tr>
    <tr>
      <td>Appendix E</td>
      <td>BS Plantroom Schedule</td>
    </tr>
    <tr>
      <td>Appendix F</td>
      <td>Systemwide E&amp;M Plantroom Schedule</td>
    </tr>
    <tr>
      <td>Appendix G</td>
      <td>Systemwide E&amp;M Equipment Heat Dissipation Schedule</td>
    </tr>
    <tr>
      <td>Appendix H</td>
      <td>Systemwide E&amp;M Equipment Power Demand Schedule</td>
    </tr>
    <tr>
      <td>Appendix I</td>
      <td>TECS Trackway Schematic</td>
    </tr>
    <tr>
      <td>Appendix J1</td>
      <td>FTNS Application Letter</td>
    </tr>
    <tr>
      <td>Appendix J2</td>
      <td>CLP Power Supply Application Letter</td>
    </tr>
    <tr>
      <td>Appendix J3</td>
      <td>CLP Transformer Rooms Approval Drawings</td>
    </tr>
    <tr>
      <td>Appendix K</td>
      <td>Systemwide E&amp;M Cable Containment Schedule</td>
    </tr>
    <tr>
      <td>Appendix L</td>
      <td>Station Based Control System (SBCS) Architecture</td>
    </tr>
    <tr>
      <td>Appendix M</td>
      <td>Lighting Control Principle Summary</td>
    </tr>
    <tr>
      <td>Appendix N</td>
      <td>Application of Fresh Water Cooling Towers Scheme</td>
    </tr>
  </tbody>
</table>","|             |                                                               |
|-------------|---------------------------------------------------------------|
| Appendix A  | Assessment of Station Passenger Distribution for Cooling Load |
|             | Calculation                                                   |
| Appendix B  | ECS Requirements for Staff and Plantrooms                     |
| Appendix C1 | Electrical Loading Breakdown Detail                           |
| Appendix C2 | Power Supply Scheme for A16 Station                           |
| Appendix C3 | Proposed CLP HV Cable Routing                                 |
| Appendix D  | Major BS Equipment and Plant Schedule                         |
| Appendix E  | BS Plantroom Schedule                                         |
| Appendix F  | Systemwide E&M Plantroom Schedule                             |
| Appendix G  | Systemwide E&M Equipment Heat Dissipation Schedule            |
| Appendix H  | Systemwide E&M Equipment Power Demand Schedule                |
| Appendix I  | TECS Trackway Schematic                                       |
| Appendix J1 | FTNS Application Letter                                       |
| Appendix J2 | CLP Power Supply Application Letter                           |
| Appendix J3 | CLP Transformer Rooms Approval Drawings                       |
| Appendix K  | Systemwide E&M Cable Containment Schedule                     |
| Appendix L  | Station Based Control System (SBCS) Architecture              |
| Appendix M  | Lighting Control Principle Summary                            |
| Appendix N  | Application of Fresh Water Cooling Towers Scheme              |",https://storage.googleapis.com/chunkr-prod-bucket/b1e41788-2d6e-4f8e-ad16-2e39fb334c57/5d9ffc1b-8d78-44ef-813d-5174c6bbebed/images/c5V1BD9.jpg?x-id=GetObject&response-content-disposition=inline&response-content-encoding=utf-8&response-content-type=image%2Fjpeg&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=GOOG1EBMQ2D33SPB3VQ4MMVJEKXWQFNK5WS57JRFVYUSD3ZCA76OC3B74IG7C%2F20260119%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260119T145120Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=e8a7e0d15ac9d8c733ccf241bf691fcdd5f5c053dc326acefec35184b9b224ef,264.024,478.6704,914.8608,1085.9471
e53ec316-9d57-48db-b0d6-88d3c3957722,6,iQ7JgGj,PageFooter,2,Rev. A,"<div class=""page-footer"">Rev. A</div>",Rev. A,,141.624,1601.4095,60.163208,19.900879
e53ec316-9d57-48db-b0d6-88d3c3957722,7,-8GNXrf,PageFooter,2,Page i,"<div class=""page-footer"">Page i</div>",Page i,,1159.5743,1601.2512,56.44812,22.23352
e53ec316-9d57-48db-b0d6-88d3c3957722,8,OAF2fc1,PageFooter,2,January 2023,"<div class=""page-footer"">January 2023</div>",January 2023,,2110.7375,1600.8624,123.998535,22.70874
e53ec316-9d57-48db-b0d6-88d3c3957722,9,-catYWS,Text,3,AECOM,<p>AECOM</p>,AECOM,,139.6944,49.4496,163.88641,42.2352
e53ec316-9d57-48db-b0d6-88d3c3957722,10,LbyGD3o,PageHeader,3,Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,"<div class=""page-header"">Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings</div>",Consultancy Agreement No. C1501 Design Services for Tuen Ma Extension 2.4C A16 Reference Design Building Services Design Final Report with Federated Design Model and Drawings,,1259.712,58.7664,978.00476,79.2
e39b6984-3a3f-4167-a6fe-8220a1f76023,0,qJjbrXo,SectionHeader,3,## Table of Contents,<h2>Table of Contents</h2>,## Table of Contents,,140.9616,210.2544,267.1488,32.65921
e39b6984-3a3f-4167-a6fe-8220a1f76023,1,AJgfF79,Text,3,1,<p>1</p>,1,,143.3232,282.8592,11.462402,17.8992
e39b6984-3a3f-4167-a6fe-8220a1f76023,2,f8XrrXR,Text,3,2,<p>2</p>,2,,142.7184,434.9376,11.980804,18.691223
e39b6984-3a3f-4167-a6fe-8220a1f76023,3,wrBoIIL,Text,3,3,<p>3</p>,3,,142.7184,586.9872,11.880005,18.936035
e39b6984-3a3f-4167-a6fe-8220a1f76023,4,Rn15k16,Text,3,4 5,<p>4 5</p>,4 5,,142.5888,892.2096,12.715195,120.19678
e39b6984-3a3f-4167-a6fe-8220a1f76023,5,asCzOIb,Text,3,6,<p>6</p>,6,,143.0928,1349.7552,12.369598,18.302368
e39b6984-3a3f-4167-a6fe-8220a1f76023,6,hb0Ixc5,Text,3,7,<p>7</p>,7,,142.7184,1450.7856,12.4272,17.971191
e39b6984-3a3f-4167-a6fe-8220a1f76023,7,xyQubEs,Table,3,"<table>
  <tbody>
    <tr>
      <td colspan=""2"">EXECUTIVE SUMMARY</td>
      <td>1</td>
    </tr>
    <tr>
      <td>1.1</td>
      <td>General</td>
      <td>1</td>
    </tr>
    <tr>
      <td>1.2</td>
      <td>Report Limitations</td>
      <td>1</td>
    </tr>
    <tr>
      <td colspan=""2"">INTRODUCTION</td>
      <td>2</td>
    </tr>
    <tr>
      <td>2.1</td>
      <td>Background</td>
      <td>2</td>
    </tr>
    <tr>
      <td>2.2</td>
      <td>Purpose of Report</td>
      <td>2</td>
    </tr>
    <tr>
      <td colspan=""2"">DESIGN PARAMETERS</td>
      <td>3</td>
    </tr>
    <tr>
      <td>3.1</td>
      <td>General</td>
      <td>3</td>
    </tr>
    <tr>
      <td>3.2</td>
      <td>Environmental Control System (ECS)</td>
      <td>3</td>
    </tr>
    <tr>
      <td>3.3</td>
      <td>Fire Services (FS)</td>
      <td>11</td>
    </tr>
    <tr>
      <td>3.4</td>
      <td>Plumbing and Drainage Services (PD)</td>
      <td>15</td>
    </tr>
    <tr>
      <td>3.5</td>
      <td>Electrical Services (ES)</td>
      <td>20</td>
    </tr>
    <tr>
      <td colspan=""2"">ECS SIMULATION</td>
      <td>24</td>
    </tr>
    <tr>
      <td>4.1</td>
      <td>General</td>
      <td>24</td>
    </tr>
    <tr>
      <td colspan=""2"">POWER SUPPLY REQUIREMENTS</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.1</td>
      <td>General</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.2</td>
      <td>11kV Power Supply Network Summary</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.3</td>
      <td>LV Power Supply to Feeder Station</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.4</td>
      <td>Power Supply Modes</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.5</td>
      <td>Power Supply Requirement Summary</td>
      <td>27</td>
    </tr>
    <tr>
      <td>5.6</td>
      <td>LV Power Supply Requirement</td>
      <td>27</td>
    </tr>
    <tr>
      <td colspan=""2"">ENVIRONMENTAL CONTROL SYSTEM (ECS) SCHEME DESIGN</td>
      <td>29</td>
    </tr>
    <tr>
      <td>6.1</td>
      <td>A16 Station</td>
      <td>29</td>
    </tr>
    <tr>
      <td colspan=""2"">FIRE SERVICES SYSTEM (FS) SCHEME DESIGN</td>
      <td>35</td>
    </tr>
    <tr>
      <td>7.1</td>
      <td>A16 Station</td>
      <td>35</td>
    </tr>
  </tbody>
</table>","<table>
  <tbody>
    <tr>
      <td colspan=""2"">EXECUTIVE SUMMARY</td>
      <td>1</td>
    </tr>
    <tr>
      <td>1.1</td>
      <td>General</td>
      <td>1</td>
    </tr>
    <tr>
      <td>1.2</td>
      <td>Report Limitations</td>
      <td>1</td>
    </tr>
    <tr>
      <td colspan=""2"">INTRODUCTION</td>
      <td>2</td>
    </tr>
    <tr>
      <td>2.1</td>
      <td>Background</td>
      <td>2</td>
    </tr>
    <tr>
      <td>2.2</td>
      <td>Purpose of Report</td>
      <td>2</td>
    </tr>
    <tr>
      <td colspan=""2"">DESIGN PARAMETERS</td>
      <td>3</td>
    </tr>
    <tr>
      <td>3.1</td>
      <td>General</td>
      <td>3</td>
    </tr>
    <tr>
      <td>3.2</td>
      <td>Environmental Control System (ECS)</td>
      <td>3</td>
    </tr>
    <tr>
      <td>3.3</td>
      <td>Fire Services (FS)</td>
      <td>11</td>
    </tr>
    <tr>
      <td>3.4</td>
      <td>Plumbing and Drainage Services (PD)</td>
      <td>15</td>
    </tr>
    <tr>
      <td>3.5</td>
      <td>Electrical Services (ES)</td>
      <td>20</td>
    </tr>
    <tr>
      <td colspan=""2"">ECS SIMULATION</td>
      <td>24</td>
    </tr>
    <tr>
      <td>4.1</td>
      <td>General</td>
      <td>24</td>
    </tr>
    <tr>
      <td colspan=""2"">POWER SUPPLY REQUIREMENTS</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.1</td>
      <td>General</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.2</td>
      <td>11kV Power Supply Network Summary</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.3</td>
      <td>LV Power Supply to Feeder Station</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.4</td>
      <td>Power Supply Modes</td>
      <td>26</td>
    </tr>
    <tr>
      <td>5.5</td>
      <td>Power Supply Requirement Summary</td>
      <td>27</td>
    </tr>
    <tr>
      <td>5.6</td>
      <td>LV Power Supply Requirement</td>
      <td>27</td>
    </tr>
    <tr>
      <td colspan=""2"">ENVIRONMENTAL CONTROL SYSTEM (ECS) SCHEME DESIGN</td>
      <td>29</td>
    </tr>
    <tr>
      <td>6.1</td>
      <td>A16 Station</td>
      <td>29</td>
    </tr>
    <tr>
      <td colspan=""2"">FIRE SERVICES SYSTEM (FS) SCHEME DESIGN</td>
      <td>35</td>
    </tr>
    <tr>
      <td>7.1</td>
      <td>A16 Station</td>
      <td>35</td>
    </tr>
  </tbody>
</table>","|                                                  |                                     |     |
|--------------------------------------------------|-------------------------------------|-----|
| EXECUTIVE SUMMARY                                |                                     | 1   |
| 1.1                                              | General                             | 1   |
| 1.2                                              | Report Limitations                  | 1   |
| INTRODUCTION                                     |                                     | 2   |
| 2.1                                              | Background                          | 2   |
| 2.2                                              | Purpose of Report                   | 2   |
| DESIGN PARAMETERS                                |                                     | 3   |
| 3.1                                              | General                             | 3   |
| 3.2                                              | Environmental Control System (ECS)  | 3   |
| 3.3                                              | Fire Services (FS)                  | 11  |
| 3.4                                              | Plumbing and Drainage Services (PD) | 15  |
| 3.5                                              | Electrical Services (ES)            | 20  |
| ECS SIMULATION                                   |                                     | 24  |
| 4.1                                              | General                             | 24  |
| POWER SUPPLY REQUIREMENTS                        |                                     | 26  |
| 5.1                                              | General                             | 26  |
| 5.2                                              | 11kV Power Supply Network Summary   | 26  |
| 5.3                                              | LV Power Supply to Feeder Station   | 26  |
| 5.4                                              | Power Supply Modes                  | 26  |
| 5.5                                              | Power Supply Requirement Summary    | 27  |
| 5.6                                              | LV Power Supply Requirement         | 27  |
| ENVIRONMENTAL CONTROL SYSTEM (ECS) SCHEME DESIGN |                                     | 29  |
| 6.1                                              | A16 Station.                        | 29  |
| FIRE SERVICES SYSTEM (FS) SCHEME DESIGN          |                                     | 35  |
| 7.1                                              | A16 Station                         | 35  |",https://storage.googleapis.com/chunkr-prod-bucket/b1e41788-2d6e-4f8e-ad16-2e39fb334c57/5d9ffc1b-8d78-44ef-813d-5174c6bbebed/images/xyQubEs.jpg?x-id=GetObject&response-content-disposition=inline&response-content-encoding=utf-8&response-content-type=image%2Fjpeg&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=GOOG1EBMQ2D33SPB3VQ4MMVJEKXWQFNK5WS57JRFVYUSD3ZCA76OC3B74IG7C%2F20260119%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260119T145120Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=3d7433f59e3885a80ab3ed27aa0c07af0eb67528ca2725bedce5ead829e3f39c,195.696,254.8368,970.9344,1273.608
e39b6984-3a3f-4167-a6fe-8220a1f76023,8,Lm3C-X1,Text,3,8,<p>8</p>,8,,1224.4752,285.7392,12.484741,18.331207
e39b6984-3a3f-4167-a6fe-8220a1f76023,9,YqZqH8z,Text,3,9,<p>9</p>,9,,1224.1008,387.504,12.34082,18.316803
e39b6984-3a3f-4167-a6fe-8220a1f76023,10,0_glp1J,Text,3,10,<p>10</p>,10,,1225.0511,844.0272,23.01123,19.46875
e39b6984-3a3f-4167-a6fe-8220a1f76023,11,2fuM-Ir,Text,3,11,<p>11</p>,11,,1225.0944,1149.0624,22.075195,18.74878
e39b6984-3a3f-4167-a6fe-8220a1f76023,12,IJ9kSY5,Text,3,12,<p>12</p>,12,,1225.0225,1199.7648,22.967896,18.936035
e39b6984-3a3f-4167-a6fe-8220a1f76023,13,90RuEnh,Text,3,13,<p>13</p>,13,,1224.8496,1352.4768,22.766357,19.19519
